date,y_zeta_0.001,y_zeta_0.005,y_zeta_0.009,y_zeta_0.012,y_zeta_0.016,y_zeta_0.02
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,2.473018513300541,1.4715298637265712,0.6364545311507351,1.1644329051304974,0.32121545095575027,0.4391908382977214
2020-03-08,3.0338353455587996,1.3741159174641522,1.1392186628200707,1.2297123525741036,0.32121545095575027,0.2980166700748236
2020-03-09,3.0338353455587996,1.3741159174641522,0.7183344181631545,0.7871509390194906,0.08758764228905527,0.2980166700748236
2020-03-10,2.604456682127349,1.3741159174641522,1.4749635756204018,0.8482272708976146,0.1703801140779468,0.14609155686557584
2020-03-11,2.604456682127349,1.027511667607675,1.2690503937462447,0.8464696253128455,0.1703801140779468,0.14609155686557584
2020-03-12,3.8496624867700007,1.3401021125311345,1.3413124166402863,0.9245883048281275,0.17703506078392806,0.2591968206949509
2020-03-13,3.3578671619643314,1.3401021125311345,1.338423145130048,0.7871240651476942,0.3475142383434396,0.45625731869518565
2020-03-14,2.0142674328869106,0.9718843727576499,1.338423145130048,0.6315486320149574,0.25992659605438434,0.40725972527681503
2020-03-15,1.5787842226177056,0.9037036675491358,1.1000085061486646,0.4928237113440681,0.35767931942960607,0.40100550817017655
2020-03-16,2.5698332765590863,0.9037036675491358,1.6125260979687652,1.146344127786839,0.6151977635189186,0.6136790876549547
2020-03-17,3.384913368377068,1.2870104744992437,0.8558969405115179,0.9881915861728249,0.8526957011051178,0.6136790876549547
2020-03-18,3.384913368377068,1.2870104744992437,1.2849092968825875,1.2680681618632694,0.9218764243327479,0.9940854064726863
2020-03-19,4.123208075679787,0.7636754485056019,1.2126472739885459,1.4194430411022256,1.374699724133965,1.0120104516217068
2020-03-20,4.123208075679787,0.9633214987601229,1.2058794408791225,1.7151643591369847,1.530251591178334,1.144650409524399
2020-03-21,4.036594980031926,0.8854618768838161,1.4412471801096318,1.935906635234076,1.9184723992466246,1.360199979555454
2020-03-22,3.9266560440121423,1.9306829564907046,1.621782138077096,2.5826766364216884,2.2366024349766995,1.7638625601675864
2020-03-23,3.018020172039589,1.9306829564907046,1.6816603237583276,2.6747236551288127,2.3390773654593726,1.7818026546708674
2020-03-24,2.2029400802216075,1.826423479243321,2.1494647717702002,3.2208876059410927,2.661772758606869,2.0356566699711967
2020-03-25,3.3746334680836747,2.9466993357845803,3.0076978482094385,3.378457754123104,3.110511963575522,2.5215730256193902
2020-03-26,2.143561696826063,4.783385102156479,3.8123583311926077,3.7695241421262593,3.644682436598523,2.9970910631723005
2020-03-27,3.560169512018365,5.781249891732503,5.041129833033811,4.417994424384579,4.302943456277812,3.408546191589469
2020-03-28,4.630473897022189,6.910355723001029,5.78763451962906,5.568038983673435,5.103659978921657,4.288091121989904
2020-03-29,6.236115445333193,7.573580964086025,6.73295336163125,6.3493555448461665,6.013144491867804,5.008592278467156
2020-03-30,10.570000331551215,9.155530506129642,8.025202782384765,7.148510944752293,7.262492982927299,5.955589654621256
2020-03-31,12.252269313764046,10.74462719495744,9.687232616761557,8.37860344443412,8.65238864828286,7.267616161522459
2020-04-01,13.57527252118719,13.069505022155207,10.29870043784601,10.016532074877437,10.327338956842016,8.400214393121468
2020-04-02,14.566709620568005,14.274188094121545,12.492925357916318,11.724996410543453,11.818097248905755,10.189926347556568
2020-04-03,16.948994483964558,17.58944728200454,15.142815609584387,13.559483029425701,13.431186308054018,11.942780983574508
2020-04-04,23.638439214042602,20.90389489466829,17.825085454885595,15.516333998195929,15.106724146287892,13.546524715710794
2020-04-05,29.877172862063507,24.02243963772208,20.736530856908328,17.895048159669976,17.145013330488776,15.284931081211445
2020-04-06,33.85640669881022,27.94748201432491,23.837770786958373,20.704493223180148,19.72250951640542,17.50508842372928
2020-04-07,40.99964271728236,32.43281730295204,27.19912035760662,23.70230581861254,21.722341149407278,19.745368683050526
2020-04-08,49.97718157906014,36.31076194701145,31.523167092324208,26.987920818749743,24.07778935008829,21.584440672082344
2020-04-09,62.75962779824204,41.954606690720546,35.49545278636842,30.051088220544727,26.540238758905225,23.066926174484017
2020-04-10,72.99314169733157,47.77217729875716,39.20881345277538,33.30462001238961,29.370912951248787,25.155507685264265
2020-04-11,82.91006953205174,53.48816482674815,43.012095342984644,36.70295526174438,31.860197891872854,27.196115081970728
2020-04-12,95.43104493321015,60.15394131370009,47.61347966167081,39.722381620035755,34.31714861336828,29.4901146774424
2020-04-13,110.31100070630286,67.12353079139892,52.20615730414465,42.575549103384255,36.60963466136109,31.362242771596478
2020-04-14,125.02939265136932,75.12401089076046,56.173538317813815,45.78825555589064,38.86797840167868,32.68780274463708
2020-04-15,140.57815253044728,81.84520059811943,59.948591467598504,48.59144247207565,40.895902563630685,34.10038437822428
2020-04-16,156.43935594841759,88.45253942877255,63.3874636351317,51.320055278028164,42.71710934900277,35.83738350330393
2020-04-17,172.14082817915744,93.36860474150485,66.52435534156967,53.79298402209702,44.13831057628607,37.31335185532743
2020-04-18,186.95973612466355,99.61596552575816,69.58634038795698,55.818896121015946,45.69230074924325,38.483800689996265
2020-04-19,199.70691067923332,105.76813094894987,71.87835560772123,57.533402007927535,47.49605956615411,39.217410427118004
2020-04-20,211.57167724651256,111.11346368957958,74.18793557777764,59.65474757835879,48.31535970818855,39.95707024998749
2020-04-21,224.8787449249639,114.69704260074062,77.10084459073356,60.55268468191362,49.36086246762246,40.98930349583752
2020-04-22,234.8964998408272,119.02894086560964,78.59598814889121,61.94473660145478,50.18738132138059,41.93999186905423
2020-04-23,241.28136813568685,121.95003222522195,80.25679456006696,63.42183869064308,50.96718243080405,42.35883432528157
2020-04-24,249.31602572711486,125.39780831026017,81.2704612746764,64.23697379704618,51.55992110872835,42.59401270425187
2020-04-25,255.38633428895167,127.96435243639847,82.80577713770597,65.29862306901508,52.0411263176064,42.84965504344266
2020-04-26,258.8767319818044,129.28317145133113,83.46027126499017,66.10067449662048,51.85216829329832,43.07641306412814
2020-04-27,259.08730204238395,130.3881350513735,83.29685243650128,66.46243914185057,52.62178061283391,43.253847863592995
2020-04-28,257.8961229429582,130.77598512656286,82.76679471254809,66.97912463408953,53.015143016100765,43.668719616880594
2020-04-29,253.80664063283047,130.6469115654607,83.09298574903525,66.90948986420796,53.45007550573821,43.529295114022645
2020-04-30,250.05195895273786,130.49459325855906,83.26818760991004,66.85790102823266,53.547334613721354,43.56978282463482
2020-05-01,245.0593321813113,130.57780109102447,83.53688893929174,67.0392233985881,53.87635080954909,43.292409351293735
2020-05-02,236.26834366247422,129.20157643486837,83.06082200782362,66.20944378835756,54.127068325887564,43.377669491571844
2020-05-03,228.96024907846996,128.97488078118172,82.74430154438856,66.37761678385675,54.00186341796179,43.30232511352626
2020-05-04,223.0617253614247,128.36832719515877,82.59411982840676,66.02573813335619,53.720291711513966,43.18892154900858
2020-05-05,214.0905978386376,127.70315400119179,82.6384690775775,65.96150572748294,53.28043451054336,42.802260235210774
2020-05-06,208.23389852408,126.78955101994958,82.41730110717158,65.61253417232257,52.86901409884639,42.89192912615366
2020-05-07,199.81972173098438,125.88363873295508,81.92352639625139,65.02567850589666,52.979750290356364,42.84732484702907
2020-05-08,188.48461310482713,123.24278362621578,81.39424724424528,64.79613131451039,53.18085146860172,42.96227533106986
2020-05-09,179.34165397886585,121.62611393460843,81.13371821275457,64.9224637928372,53.04716680184047,42.78208973949897
2020-05-10,170.96389547543507,118.80488852255118,80.58333816140414,64.92878255466626,53.25451782014417,42.798626906516844
2020-05-11,161.4140773294861,116.28241563812377,80.64895868673422,64.55040429735408,52.37445507515838,42.539051881329655
