date,y_zeta_0.001,y_zeta_0.005,y_zeta_0.009,y_zeta_0.012,y_zeta_0.016,y_zeta_0.02
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,6.619385456793798,2.3481471698645553,1.7928283449680757,1.780167833078561,1.7914886772853649,0.6201227656742543
2020-03-08,5.781125167130104,0.5327552166327166,1.7928283449680757,2.0706097134572943,1.467547022486311,0.438982546211876
2020-03-09,5.781125167130104,1.4772257718108792,1.6284124151208585,2.0706097134572943,2.0955537819411902,0.5302789171319169
2020-03-10,4.818116519345207,1.0657115769567587,2.7123860288669506,2.0706097134572943,1.3804207969409927,0.6131764316230957
2020-03-11,4.176256051249224,1.9767624379726587,2.7123860288669506,1.6634359345934653,0.9235817602689456,0.9279206001615322
2020-03-12,4.929754286355601,1.9767624379726587,2.486011731527242,1.376548418043776,0.9235817602689456,1.199034681035576
2020-03-13,2.9160679238959326,2.9795595214262116,2.486011731527242,0.8207637010227233,0.6626810943924278,1.5780757278737065
2020-03-14,1.0979424635426744,4.4795532991344285,2.0746968225077316,0.8207637010227233,1.030659945754076,1.1390931816618306
2020-03-15,1.0979424635426744,5.601137034166314,2.616660023371703,0.05767716002227495,1.028995084923957,1.1390931816618306
2020-03-16,1.0979424635426744,5.295272111842826,2.046363437707335,0.05767716002227495,1.381471273604792,1.8030323892482345
2020-03-17,2.521338035099593,5.295272111842826,0.9623898239612431,0.05767716002227495,1.6248507174715272,1.7201348747570555
2020-03-18,3.7596417818546626,4.3842212508269265,0.9623898239612431,0.3574758160485093,2.7924357454900175,1.405390706218619
2020-03-19,2.6616993183119884,5.73183126604342,0.7873285411945703,1.459523156867404,2.7924357454900175,1.1342766253445753
2020-03-20,3.3281585957809017,5.6651621362912135,0.9707014131135265,1.5066457543227303,3.504162991073893,1.2621690203160905
2020-03-21,3.3281585957809017,4.165168358582997,0.7253360727829272,1.5066457543227303,3.1361841397122454,1.890083583810654
2020-03-22,5.553871086617606,4.132687920430179,2.1372935871763286,2.1064899697384236,4.273975202724069,2.329505563397724
2020-03-23,6.356722351684491,3.622340478460819,2.1372935871763286,3.778604102586238,3.293492254588354,2.0510769066389933
2020-03-24,7.385066525566434,4.990011097275762,2.208417352975849,4.47662096718839,3.560844997276348,2.0510769066389933
2020-03-25,6.706310908650739,6.041854374525989,3.6365697063333617,4.817808683576928,3.114344989636792,2.9471935009255463
2020-03-26,7.91900879640234,4.694244359309495,5.325986777054819,5.12842777350821,4.384096832630357,3.1604441562471055
2020-03-27,7.896451167390706,5.406658354720933,6.660463078655264,6.458013714352391,5.456847082714057,4.355224354634487
2020-03-28,9.966974394387094,7.411223813059489,7.530200334892171,7.878065810685607,6.264119780987088,4.9870033068787025
2020-03-29,10.224149278334782,8.777719520243371,8.865608172887605,9.25362823005418,6.746843245964962,6.5912070726057115
2020-03-30,13.219112291704517,9.520533228203211,11.408370051227143,9.738587990528274,8.761935010504672,8.212254614261484
2020-03-31,13.488557023481642,11.753548150501699,14.943180823375938,11.471836747936921,9.325541273477413,10.877534826690665
2020-04-01,18.38482949638935,13.879632660340228,17.18015765511219,14.27461405700888,12.573305495051143,12.3972350164494
2020-04-02,24.179230159230457,18.11132479222889,18.141657393847737,17.810295355307613,14.645797803429547,15.628163684576615
2020-04-03,27.444762834903035,22.661528615840503,20.674048517673445,20.520114807337585,17.984547842716406,18.042457535587182
2020-04-04,32.08891628576144,26.439065649566043,26.12653835440236,23.648310253917973,22.327861391888767,20.642663214894604
2020-04-05,38.05917997211616,32.66700053242899,29.598085768979345,28.139050865907475,26.246737669222306,24.466948117936056
2020-04-06,43.395745363719385,42.43734477722846,34.02742938392939,34.27873405408058,31.381350617152766,28.36071987091532
2020-04-07,53.155597761453876,48.42849124690309,39.01454311225521,40.573142005312924,38.17422198378738,32.29157617366158
2020-04-08,62.85321616331549,57.00302087889845,46.12602970838827,47.097424833960886,41.63336516348279,37.39296673666756
2020-04-09,72.71337547459198,65.96876125955957,54.41496502923111,51.721459786516576,47.10444738109341,42.14027802301267
2020-04-10,90.03433922919928,75.03673907929812,63.13471368713078,59.78830923476739,52.1675719694046,46.459256044118774
2020-04-11,105.78992668281202,86.73454531130102,71.0298578251137,66.57225273266539,58.49241808474065,52.49326302764941
2020-04-12,122.27542786222138,97.91296252994731,80.86846675323532,73.87146755571091,64.20050108428558,57.00737966594662
2020-04-13,142.3032762719089,107.93935108509416,89.46009719900283,79.51604627928185,69.78677888845317,62.08051656379633
2020-04-14,162.35651825520975,122.01846288390058,98.59518268267338,86.30833400731524,76.10498241837621,67.1274989146304
2020-04-15,183.75886184964773,134.60711365819114,108.0852144156029,93.62447820621182,82.54463906852705,72.29989879013664
2020-04-16,204.3083841704939,147.30765635444865,117.24913464217528,102.32389982790735,88.58221789757383,78.26133901375924
2020-04-17,223.05226814058173,159.4827230143763,125.52632257304124,108.25116382500822,93.057394689169,82.96777324966098
2020-04-18,242.60520577064537,171.42479506938494,133.68318074102845,116.24654641639692,97.48218112975457,86.93210460814574
2020-04-19,260.0018138932053,181.5066002553432,140.52437849788947,122.38130491403626,102.88002414021318,90.98321550384803
2020-04-20,275.27877403843195,191.20495664652867,148.39303158203407,128.69134061100058,106.38159429619695,94.99112260464452
2020-04-21,286.67850213430336,198.3272860046882,154.53904009738872,133.6198316147843,110.0154961091571,99.17694278751378
2020-04-22,294.39902205253844,205.58405878590483,159.0761165049113,138.43895121424376,115.11571511092019,101.71294556287737
2020-04-23,299.9832875679995,211.79856648730066,164.0931289234133,141.62149212180432,119.24454539532887,103.617833957557
2020-04-24,305.9820930281683,217.55360256703295,167.5796499049016,145.84409191545575,122.62489352475907,106.85020507576772
2020-04-25,302.6227060851897,219.97949752476703,170.83909104482063,147.99434865580315,125.80507224065458,108.9595938095792
2020-04-26,300.07487179319196,221.05568983855173,172.9774553169897,150.15268530569213,128.32255950180715,111.53920351451714
2020-04-27,293.70224969934856,221.75479670202614,174.07733712489593,152.57838648992063,130.6814460641712,112.71671194371224
2020-04-28,286.8155415801402,221.68922714262135,176.17384100316013,153.63992851319617,132.33209530567177,113.86906476874567
2020-04-29,279.4475410592709,220.64170200678362,175.6512601611693,154.2342040977415,132.55811163340667,115.49131633577109
2020-04-30,270.5201045972581,217.7088043431413,173.48522611922255,155.09908789850462,132.394231525328,115.76266481599654
2020-05-01,255.07304417371233,212.85568713452136,173.85802103731987,154.09750297566322,133.46844580561492,116.08253804920653
2020-05-02,246.2901181961542,207.2133804432582,173.11644922364044,154.4005831154913,132.75581409017525,116.06687708469423
2020-05-03,235.06244091638308,204.66454813707523,171.47824734077548,152.91364026328125,132.53614340812112,116.09598232237511
2020-05-04,223.23954207289583,199.10824280876906,169.90468693764936,151.56333058765708,131.46546225317465,116.06987192794028
2020-05-05,209.96719859778713,194.16049097367855,168.01928897639021,150.56719483861093,130.155839316575,115.5177314268146
2020-05-06,195.31034912802866,188.44681449558416,164.66864850283005,148.33580383228082,128.6607591206912,114.79981682218924
2020-05-07,181.5891730372504,181.70402225070706,162.97138953926003,146.4863981685724,127.03384575203037,114.26616677375598
2020-05-08,170.25147641338302,175.80303875402612,158.68261193735322,144.86180379885388,125.36734228933699,113.14483563903596
2020-05-09,158.33286114907943,171.44419906978413,154.115075850448,141.7390764280474,124.3435444699805,112.90930841268444
2020-05-10,145.8271174843421,164.6824563953974,149.6061528019203,139.39861273099194,121.42198988005664,111.38543868425074
2020-05-11,135.42585684099967,159.2827138763524,145.95684730132533,136.2539630853043,119.90416797947682,110.29803696712888
2020-05-12,124.96470417450956,150.45429708226357,139.95733151210266,133.58522198451448,118.21770784945139,108.97923042589989
