ymin,lower,middle,upper,ymax,zeta_true,model_name
0.9685616954560573,0.9733737444705963,0.9756776561429092,0.977859790956517,0.9815555049127117,0.001,Baseline
0.955684258976071,0.966929581354415,0.9730125953018128,0.979197356296462,0.9878623012026531,0.001,Behavioral (Mixed)
0.9039893488281168,0.9129436620892253,0.9159447119885151,0.9195873666528702,0.9236471051400479,0.005,Baseline
0.860812141469175,0.8893032797334967,0.8990291005844069,0.9087637937262358,0.9220476324188019,0.005,Behavioral (Mixed)
0.8719655669482361,0.8865228322346429,0.8924166583128665,0.8974115315816558,0.9038566722115929,0.009,Baseline
0.8186498692916564,0.853901032246867,0.8670736699563231,0.8777174901866385,0.8924001728343425,0.009,Behavioral (Mixed)
0.8597905120647482,0.8744271939922083,0.8804888075571826,0.8848242401099526,0.893310222366469,0.012,Baseline
0.8112670923006466,0.8439370703628893,0.857584512548023,0.8673509304641385,0.8803475500089614,0.012,Behavioral (Mixed)
0.8525246052906388,0.8675094975857286,0.8738451111758792,0.8787782663952468,0.8884557812968819,0.016,Baseline
0.8051686692831,0.8346685001511573,0.8462474799306929,0.8566235468048797,0.872513264090862,0.016,Behavioral (Mixed)
0.8424696226068996,0.8587571175646962,0.8657328918526886,0.87135231670129,0.8816299158879077,0.02,Baseline
0.8102954606342943,0.835000939383841,0.8453527946745739,0.8530700754163072,0.8653600542297429,0.02,Behavioral (Mixed)
